model,fpr,tpr,threshold,roc_auc
LOF,0.010048381094157052,0.58,0.3578945667151235,0.9727353926311872
LOF,0.013025679196129512,0.58,0.34345941619839193,0.9727353926311872
LOF,0.013025679196129512,0.62,0.34123916140383737,0.9727353926311872
LOF,0.013770003721622627,0.62,0.3395201351172723,0.9727353926311872
LOF,0.013770003721622627,0.64,0.33951316750868143,0.9727353926311872
LOF,0.014142165984369185,0.64,0.33779787461647265,0.9727353926311872
LOF,0.014142165984369185,0.68,0.3370236731793295,0.9727353926311872
LOF,0.014514328247115743,0.68,0.3369027596952981,0.9727353926311872
LOF,0.014514328247115743,0.7,0.33657299630796866,0.9727353926311872
LOF,0.016002977298101972,0.7,0.33471602803077366,0.9727353926311872
LOF,0.016002977298101972,0.74,0.3335221610926388,0.9727353926311872
LOF,0.018235950874581318,0.74,0.3266965848002137,0.9727353926311872
LOF,0.018235950874581318,0.76,0.3257170826989196,0.9727353926311872
LOF,0.018980275400074433,0.76,0.32499208809488134,0.9727353926311872
LOF,0.018980275400074433,0.78,0.323947876058558,0.9727353926311872
LOF,0.028656494231484926,0.78,0.30137363224372343,0.9727353926311872
LOF,0.028656494231484926,0.8,0.3006893324107913,0.9727353926311872
LOF,0.03126163007071083,0.8,0.29163649313123136,0.9727353926311872
LOF,0.03126163007071083,0.82,0.28742365521774027,0.9727353926311872
LOF,0.032005954596203944,0.82,0.28652201326595744,0.9727353926311872
LOF,0.032005954596203944,0.84,0.28576747698032,0.9727353926311872
LOF,0.03684406401190919,0.84,0.27525709676513016,0.9727353926311872
LOF,0.03684406401190919,0.86,0.2746186407452535,0.9727353926311872
LOF,0.044287309266840345,0.86,0.2626329648898731,0.9727353926311872
LOF,0.044287309266840345,0.88,0.26247352488716214,0.9727353926311872
LOF,0.06066244882768887,0.88,0.2461075072445312,0.9727353926311872
LOF,0.06066244882768887,0.9,0.24599641810592662,0.9727353926311872
LOF,0.06698920729438035,0.9,0.24296126109316374,0.9727353926311872
LOF,0.06698920729438035,0.92,0.24125947035648498,0.9727353926311872
LOF,0.09378489021213249,0.92,0.21723869334016202,0.9727353926311872
LOF,0.09378489021213249,0.94,0.21711525231620396,0.9727353926311872
LOF,0.11090435429847413,0.94,0.2051986385116363,0.9727353926311872
LOF,0.11090435429847413,0.96,0.2051021294255786,0.9727353926311872
LOF,0.12765165612206922,0.96,0.1943845227931422,0.9727353926311872
LOF,0.12765165612206922,0.98,0.1941661917081413,0.9727353926311872
LOF,0.5173055452177149,0.98,0.09384512353255176,0.9727353926311872
LOF,0.5173055452177149,1.0,0.09382150863202501,0.9727353926311872
LOF,1.0,1.0,0.0,0.9727353926311872
IsolationForest,0.0,0.0,inf,0.7457834015630815
IsolationForest,0.0003721622627465575,0.0,0.9999999966947704,0.7457834015630815
