player_id,avg_rating,rating_band,n_games,ZScoreBaseline_score,ZScoreBaseline_label,LOF_score,LOF_label,IsolationForest_score,IsolationForest_label,OneClassSVM_score,OneClassSVM_label,Autoencoder_score,Autoencoder_label,HDBSCAN_score,HDBSCAN_label,ACPLSubAutoencoder_score,ACPLSubAutoencoder_label,anomaly_votes,ensemble_flag,ensemble_confident
khalilali,2228.542857142857,2200+,35,2.695922553786787,1,-0.07718092603097704,1,-0.10057679983425599,1,-3.3436690361233614,1,2.4182475,-1,1.0,1,0.25874093,1,1,False,False
smokeysea,1796.5757575757575,1600-1800,33,1.8778169098065354,1,-0.1339045720903549,1,-0.13790887452441797,1,-5.488786056870963,1,0.25395387,1,1.0,1,0.117886625,1,0,False,False
farzadzoraghchi,1631.313432835821,1600-1800,67,0.845280280867348,1,-0.30786690932443916,1,-0.17720715470398535,1,-5.94063594046193,1,0.13176729,1,0.1356094536131579,1,0.020873418,1,0,False,False
cjmccaffrey,1774.0,1600-1800,15,2.1532748231703738,1,-0.24502063089064618,1,-0.12264708683760378,1,-3.322997651477574,1,0.060180683,1,1.0,1,0.018477015,1,0,False,False
Maryna,1443.6969696969697,1400-1600,33,1.415191042954065,1,0.03353297533274224,-1,-0.13524547612407656,1,-3.449411603687781,1,0.7638181,1,1.0,1,0.2677413,1,1,False,False
gilzzza,1667.0,1600-1800,6,4.062493849561297,1,-0.16091213873092713,1,-0.04379443905680791,1,-1.6378295566422612,1,0.39266244,1,1.0,1,0.053106878,1,0,False,False
checkoutBriskSale,1436.9561403508771,1400-1600,114,0.9516698601488385,1,-0.26912945698618995,1,-0.16831383815871864,1,-6.1716073633669355,1,0.20930904,1,0.7452752818733022,1,0.098360024,1,0,False,False
abm-1302,1705.4782608695652,1600-1800,23,1.8057289260056004,1,-0.15096064333250347,1,-0.1511085515291496,1,-4.089737611364758,1,2.1734786,-1,1.0,1,0.05522596,1,1,False,False
ares0144,1815.1538461538462,1800-2000,13,2.190156682777912,1,-0.1419725521604447,1,-0.14513487459345015,1,-3.994865306564649,1,1.0458002,1,1.0,1,0.12403219,1,0,False,False
Vitor85,1549.8863636363637,1400-1600,44,1.0092351511708821,1,-0.29894169156530115,1,-0.18211709885487432,1,-7.189870248222545,1,0.27881786,1,0.6613432135074808,1,0.009551978,1,0,False,False
SlagOne,1342.2291666666667,1200-1400,48,3.1750590717725515,1,-0.10060374837944108,1,-0.06009361626475579,1,-2.4277618647608676,1,0.61484677,1,1.0,1,0.27900177,1,0,False,False
TanakaAliinn,1730.142857142857,1600-1800,7,2.2199940411662475,1,-0.1617536402069355,1,-0.1312682821854928,1,-4.799180013912372,1,0.38167965,1,1.0,1,0.077513486,1,0,False,False
Iran2016,1610.009708737864,1600-1800,103,3.0878673933562695,1,-0.22574140231725837,1,-0.143637323807441,1,-2.883060123294345,1,1.6118661,-1,1.0,1,0.16901211,1,1,False,False
Biggerstickers,1461.6785714285713,1400-1600,84,2.2199940411662475,1,-0.21514175293706073,1,-0.14812839998214528,1,-5.146083450958733,1,0.6318234,1,1.0,1,0.09552296,1,0,False,False
Bodiy,1582.857142857143,1400-1600,14,2.5383510860168874,1,-0.20355436629703294,1,-0.10042970246478106,1,-3.6915275766998574,1,0.3575997,1,1.0,1,0.22084692,1,0,False,False
omelas,1875.164705882353,1800-2000,85,1.5532724946599692,1,-0.230893238854885,1,-0.12113685670037383,1,-2.89937233439679,1,0.21687847,1,1.0,1,0.037409186,1,0,False,False
Ebrahim64,1839.875,1800-2000,8,2.468712434053034,1,-0.13377708362990104,1,-0.11094076507487183,1,-2.143070674539631,1,0.32272366,1,1.0,1,0.12259523,1,0,False,False
joseantonio00,1632.5,1600-1800,8,2.468712434053034,1,-0.260055988284144,1,-0.10929369646659193,1,-1.9882839591161066,1,0.30496785,1,1.0,1,0.06864771,1,0,False,False
netrepa,2035.3974358974358,2000-2200,78,1.3368385731382233,1,-0.1525578442966773,1,-0.15695890483378844,1,-4.646823546757033,1,0.43359354,1,0.8352613598764762,1,0.17884114,1,0,False,False
wzszach,1704.3,1600-1800,10,1.034889428258963,1,-0.2634556048954013,1,-0.16242871288690125,1,-5.55453218467425,1,0.3496853,1,1.0,1,0.0867679,1,0,False,False
rassem,1796.551724137931,1600-1800,145,1.0148071340742735,1,-0.23374080982434764,1,-0.17308221618323893,1,-4.0113184370177395,1,0.37032375,1,0.3695337102260061,1,0.084750175,1,0,False,False
estrel9,1465.3722627737227,1400-1600,137,1.192271029184635,1,-0.273243266389092,1,-0.16478600397329185,1,-3.499324034957053,1,0.1811472,1,0.6610802745584351,1,0.027289785,1,0,False,False
HectorDaniel,1729.3902439024391,1600-1800,41,1.4462222619075318,1,-0.25386929856326956,1,-0.14589472023768496,1,-3.7305199736774375,1,0.25751385,1,1.0,1,0.024002433,1,0,False,False
Yury-Krym,2234.4242424242425,2200+,33,0.9802904035589965,1,-0.24539877878014038,1,-0.17046484349712865,1,-6.954165986291485,1,1.0176209,1,1.0,1,0.18924247,1,0,False,False
levin7,1360.0,1200-1400,8,2.354335906162792,1,-0.1697393847072617,1,-0.11656720701810003,1,-3.761538998049132,1,0.43045327,1,1.0,1,0.15923227,1,0,False,False
leshaleshevich,2207.2432432432433,2200+,37,2.0151509450734446,1,-0.1765546336667554,1,-0.12641595054576915,1,-4.034407519901831,1,1.0465107,1,1.0,1,0.5551103,-1,0,False,False
Fereran,1864.125,1800-2000,8,3.1759111270285794,1,-0.24971871912498034,1,-0.11162927353367036,1,-2.5390367813024843,1,0.69891644,1,1.0,1,0.040203597,1,0,False,False
Leafox,1751.4245283018868,1600-1800,106,1.463026328451062,1,-0.25307783560840047,1,-0.15303789532541312,1,-5.425521707454837,1,0.48306808,1,0.916886928446546,1,0.06436922,1,0,False,False
durobalic,1801.0,1800-2000,19,2.8115958958600613,1,-0.19791819654899645,1,-0.09458986258506735,1,-5.17322265484798,1,0.92463565,1,1.0,1,0.028082447,1,0,False,False
