player_id,avg_rating,rating_band,n_games,ZScoreBaseline_score,ZScoreBaseline_label,LOF_score,LOF_label,IsolationForest_score,IsolationForest_label,OneClassSVM_score,OneClassSVM_label,Autoencoder_score,Autoencoder_label,HDBSCAN_score,HDBSCAN_label,ACPLSubAutoencoder_score,ACPLSubAutoencoder_label,anomaly_votes,ensemble_flag,ensemble_confident,likely_explanation
hamed3652,1756.7,1600-1800,60,9.156601232401389,-1,0.06526502317159322,-1,0.016177836329831385,-1,3.5374462538254683,-1,0.8763445,1,1.0,1,0.24134003,1,2,True,False,unexplained_deviation
fr77127,2295.764705882353,2200+,17,4.48667576876772,-1,0.018362288335589172,-1,-0.056305011082831535,1,-1.5736760119514317,1,2.2234328,-1,1.0,1,0.22894298,1,2,True,False,unexplained_deviation
chessergio,1691.8095238095239,1600-1800,21,2.729816486959491,1,0.04566374899759684,-1,-0.06154241709921049,1,-3.4660475283385255,1,2.1843688,-1,1.0,1,0.09932048,1,2,True,False,unexplained_deviation
mehdi60,1754.7083333333333,1600-1800,24,3.6220057670976673,1,0.05629737739273244,-1,-0.08346530028182936,1,0.00010443474123711383,-1,0.7581246,1,1.0,1,0.021837888,1,2,True,False,unexplained_deviation
Heisenbass,1294.55,1200-1400,40,7.884649937070144,-1,0.027162740804588914,-1,0.04566366808613265,-1,3.3418516467232378,-1,3.7107525,-1,1.0,1,1.0097561,-1,3,True,True,unexplained_deviation
Malluck,1455.235294117647,1400-1600,17,2.666583077370886,1,0.051774602302138595,-1,-0.11745569117046145,1,-2.590399833352669,1,2.6107173,-1,1.0,1,0.8077686,-1,2,True,False,unexplained_deviation
Batman37,1673.625,1600-1800,16,7.047920920583321,-1,-0.14970520482904837,1,-0.026284716733383173,1,0.42147586164808715,-1,2.2463787,-1,1.0,1,0.9666944,-1,2,True,False,unexplained_deviation
matrisking,1459.0,1400-1600,25,1.7263393849903454,1,0.022378536330576626,-1,-0.12390363991875863,1,-1.9497471157657413,1,2.534662,-1,1.0,1,0.4340498,1,2,True,False,unexplained_deviation
KnightUCAEB,1938.75,1800-2000,16,2.191402365116176,1,0.2975534423805857,-1,-0.103387482769837,1,-3.274603335468105,1,3.3712351,-1,1.0,1,0.11724925,1,2,True,False,pool_mismatch
antik-82,1626.8125,1600-1800,16,3.657547060245014,1,0.1137405936934468,-1,0.001389840446914925,-1,0.014985430612885153,-1,1.4302498,1,1.0,1,0.7257467,-1,2,True,False,unexplained_deviation
DaveT34,1462.969696969697,1400-1600,33,2.989468561966181,1,0.013876329356363959,-1,-0.1157246597648019,1,-2.6216927618553294,1,2.2325935,-1,1.0,1,0.16394864,1,2,True,False,unexplained_deviation
satyam1527sr,1603.0857142857142,1600-1800,35,3.5197712076597485,1,0.17587826291491337,-1,-0.13846141414047802,1,-1.8835348703253976,1,1.7957684,-1,0.9182413828676503,1,0.35299274,1,2,True,False,unexplained_deviation
josefpishgo,1298.1923076923076,1200-1400,26,5.198375559840549,-1,0.01732977522519863,-1,-0.06578170502175495,1,-0.2849180852650166,1,2.2192316,-1,1.0,1,0.893534,-1,2,True,False,unexplained_deviation
maybii,1362.128205128205,1200-1400,39,7.9995607340164705,-1,0.09261340835420273,-1,0.05927721196301494,-1,3.002887828586629,-1,6.9285913,-1,1.0,1,2.772243,-1,3,True,True,unexplained_deviation
ManOverboard,2262.8,2200+,15,2.695542279938548,1,0.0666899030483239,-1,-0.06370679060429096,1,-0.7345516019303382,1,2.906926,-1,1.0,1,1.0882521,-1,2,True,False,pool_mismatch
rezawins,1589.5294117647059,1400-1600,17,3.5013893037711417,1,0.11532274243466256,-1,-0.05387654387306323,1,-0.00027414023732230675,1,1.9049362,-1,1.0,1,0.06110186,1,2,True,False,unexplained_deviation
Ilias1103,1428.4,1400-1600,25,3.027343024093591,1,0.1121479949998423,-1,-0.10200383381238276,1,-1.707147275962602,1,1.8727444,-1,1.0,1,1.0023103,-1,2,True,False,unexplained_deviation
sakym,1314.6444444444444,1200-1400,45,3.2979325427078545,1,0.05630397387574959,-1,-0.10719337787163774,1,-0.293624047274859,1,2.6271746,-1,1.0,1,1.1054255,-1,2,True,False,unexplained_deviation
Neo1977,1815.1458333333333,1800-2000,48,3.053632080626707,1,0.12483323071428276,-1,-0.09406695765027101,1,-0.9967672174717022,1,4.7575655,-1,1.0,1,1.2376499,-1,2,True,False,unexplained_deviation
esentuki75,1600.357142857143,1600-1800,28,5.661311139671401,-1,0.00522899371886143,-1,-0.03888954647839904,1,-0.0025256778602793517,1,1.9839917,-1,1.0,1,0.6338399,-1,2,True,False,unexplained_deviation
Timuras,1648.5555555555557,1600-1800,18,2.322640121093783,1,0.10484091127325268,-1,-0.10872659926288619,1,-3.3723694788954353,1,2.474844,-1,1.0,1,0.12758753,1,2,True,False,unexplained_deviation
RussianFederation163,2023.7142857142858,2000-2200,28,3.1858991674691817,1,0.026808734729570016,-1,-0.05953671726685983,1,-1.242881614387981,1,3.1989906,-1,1.0,1,0.7381849,-1,2,True,False,unexplained_deviation
ox_brilliant,1524.6046511627908,1400-1600,43,10.07019670838806,-1,-0.17316508673285047,1,-0.09219030670375566,1,0.33087525431370857,-1,2.709596,-1,1.0,1,0.8615497,-1,2,True,False,unexplained_deviation
HA2332,1441.7083333333333,1400-1600,24,4.581566257027893,-1,-0.04236432880245822,1,-0.021478369826543386,1,0.0004568102612330094,-1,1.7092723,-1,1.0,1,0.6104859,-1,2,True,False,unexplained_deviation
